Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-10-15,5PAISA,EQ,175.5,184.25,184.25,179.5,179.5,181.05,183.18,23706,434257140000.00006,544,12112,0.5109
2019-10-16,5PAISA,EQ,181.05,183.0,187.7,172.0,173.0,175.65,175.77,9825,172696655000.0,561,4890,0.49770000000000003
2019-10-17,5PAISA,EQ,175.65,172.5,179.0,172.5,175.0,175.1,175.47,6092,106897089999.99998,285,4000,0.6566
2019-10-18,5PAISA,EQ,175.1,179.45,183.85,172.0,183.85,183.85,180.93,13400,242448115000.0,358,11591,0.865
2019-10-22,5PAISA,EQ,183.85,175.05,177.25,174.7,174.7,174.7,174.82,38226,668282010000.0,453,32196,0.8423
2019-10-23,5PAISA,EQ,174.7,173.2,174.7,166.0,167.7,167.35,167.65,27180,455686190000.00006,637,20416,0.7511
2019-10-24,5PAISA,EQ,167.35,171.75,171.75,162.0,162.0,162.5,165.45,13870,229480400000.0,238,11740,0.8464
2019-10-25,5PAISA,EQ,162.5,162.3,166.9,159.0,161.0,160.5,160.79,3034,48782900000.0,233,2035,0.6707
2019-10-27,5PAISA,EQ,160.5,163.9,168.5,160.2,167.0,166.95,165.2,2990,49394090000.0,82,2789,0.9328000000000001
2019-10-29,5PAISA,EQ,166.95,166.95,175.25,166.9,171.75,172.25,172.41,11553,199190490000.0,317,9015,0.7803
2019-10-30,5PAISA,EQ,172.25,174.45,175.95,172.5,174.95,174.7,174.29,4149,72314930000.0,110,2263,0.5454
2019-10-31,5PAISA,EQ,174.7,174.7,176.65,168.1,168.1,170.55,171.72,9350,160556520000.0,253,8175,0.8743000000000001
2019-11-01,5PAISA,EQ,170.55,170.55,173.0,169.05,169.65,169.65,170.99,3624,61965965000.0,142,3196,0.8819
2019-11-04,5PAISA,EQ,169.65,170.5,171.0,164.7,167.95,166.25,167.62,11522,193126990000.0,197,9137,0.793
2019-11-05,5PAISA,EQ,166.25,170.35,170.4,164.0,169.0,168.95,168.73,4775,80569885000.0,177,3688,0.7724
2019-11-06,5PAISA,EQ,168.95,171.95,177.35,167.3,172.5,171.35,172.2,14343,246987470000.00003,428,9891,0.6896
2019-11-07,5PAISA,EQ,171.35,165.0,172.95,163.0,167.25,167.35,168.67,6854,115608705000.0,144,5403,0.7883
2019-11-08,5PAISA,EQ,167.35,169.45,169.5,165.1,168.0,165.85,167.34,4080,68272969999.99999,177,3173,0.7777
2019-11-11,5PAISA,EQ,165.85,165.9,168.7,162.05,163.5,163.8,164.8,15030,247695504999.99997,260,12590,0.8377
2019-11-13,5PAISA,EQ,163.8,168.9,168.9,155.65,155.65,156.35,160.44,16730,268417015000.0,386,13183,0.788
2019-11-14,5PAISA,EQ,156.35,156.35,157.15,149.0,156.8,155.3,156.03,6849,106862560000.00002,198,6134,0.8956000000000001
2019-11-15,5PAISA,EQ,155.3,154.95,161.3,151.3,155.0,156.3,157.21,18202,286159270000.0,596,11746,0.6453
2019-11-18,5PAISA,EQ,156.3,157.75,158.5,154.0,154.0,154.75,156.71,5209,81631305000.0,150,4416,0.8478
2019-11-19,5PAISA,EQ,154.75,157.9,158.1,154.0,154.0,154.9,156.38,6437,100663940000.0,232,3952,0.614
2019-11-20,5PAISA,EQ,154.9,156.0,156.05,150.0,154.05,154.05,152.94,10551,161367180000.0,534,5717,0.5418000000000001
2019-11-21,5PAISA,EQ,154.05,154.1,154.1,150.0,152.95,151.85,151.72,6660,101043065000.0,299,3892,0.5844
2019-11-22,5PAISA,EQ,151.85,152.7,156.0,151.95,153.5,153.45,153.52,5672,87076330000.0,247,3740,0.6594
2019-11-25,5PAISA,EQ,153.45,150.15,159.5,150.15,158.85,157.4,156.37,12045,188345350000.0,381,4752,0.3945
2019-11-26,5PAISA,EQ,157.4,159.65,162.7,156.3,162.7,162.05,160.2,8819,141283400000.0,258,4954,0.5617
2019-11-27,5PAISA,EQ,162.05,157.35,161.7,155.0,159.95,159.4,159.51,1576,25138020000.0,179,686,0.4353
2019-11-28,5PAISA,EQ,159.4,159.95,167.35,159.05,164.45,162.95,162.73,13350,217242040000.0,389,8573,0.6422
2019-11-29,5PAISA,EQ,162.95,164.4,166.0,160.8,166.0,165.45,164.31,4253,69882745000.0,277,2860,0.6725
2019-12-02,5PAISA,EQ,165.45,171.0,173.7,166.0,173.7,173.7,171.54,28312,485651305000.0,876,16341,0.5772
2019-12-03,5PAISA,EQ,173.7,179.0,182.35,171.5,182.35,181.8,180.36,28794,519315730000.0,923,11528,0.4004
2019-12-04,5PAISA,EQ,181.8,178.95,184.75,174.05,177.6,179.45,178.3,6113,108995914999.99998,327,4419,0.7229000000000001
2019-12-05,5PAISA,EQ,179.45,177.8,188.4,177.05,188.4,188.4,187.26,40214,753062365000.0,542,19776,0.4918
2019-12-06,5PAISA,EQ,188.4,196.5,202.9,175.1,188.7,188.2,194.12,33758,655326925000.0,1362,15381,0.4556
2019-12-09,5PAISA,EQ,188.2,192.5,192.5,181.25,184.9,183.5,184.54,6365,117457164999.99998,751,4217,0.6625
2019-12-10,5PAISA,EQ,183.5,187.05,187.05,170.3,171.95,171.5,173.58,11137,193313840000.0,495,7142,0.6413
2019-12-11,5PAISA,EQ,171.5,168.7,174.2,162.1,173.25,172.85,170.54,7885,134474035000.00002,297,4001,0.5074000000000001
2019-12-12,5PAISA,EQ,172.85,173.0,175.85,171.35,171.5,171.6,172.62,916,15811995000.000002,84,540,0.5895
2019-12-13,5PAISA,EQ,171.6,171.85,188.75,169.85,183.75,182.15,183.58,18096,332202135000.0,909,5380,0.2973
2019-12-16,5PAISA,EQ,182.15,186.15,198.95,170.0,181.1,181.15,182.66,5003,91387240000.0,294,1917,0.3832
2019-12-17,5PAISA,EQ,181.15,182.55,187.0,178.55,180.3,180.65,181.43,2804,50874105000.0,181,2119,0.7556999999999999
2019-12-18,5PAISA,EQ,180.65,180.1,181.0,177.05,181.0,178.8,178.62,889,15879279999.999998,114,595,0.6693000000000001
2019-12-19,5PAISA,EQ,178.8,171.35,187.2,171.2,180.25,180.5,180.57,7205,130103014999.99998,682,3959,0.5495
2019-12-20,5PAISA,EQ,180.5,184.55,186.7,180.55,183.45,182.95,184.86,4092,75644040000.0,508,2343,0.5726
2019-12-23,5PAISA,EQ,182.95,184.95,185.0,179.0,180.0,180.45,181.28,4088,74108735000.0,333,1537,0.376
2019-12-24,5PAISA,EQ,180.45,181.95,183.95,174.7,178.9,176.9,177.95,9960,177237840000.0,771,4506,0.4524
2019-12-26,5PAISA,EQ,176.9,177.9,179.8,175.8,178.35,177.05,177.19,3127,55407525000.0,305,1826,0.5839
2019-12-27,5PAISA,EQ,177.05,181.0,194.75,177.2,194.75,194.75,189.72,42939,814630720000.0,1183,21642,0.504
2019-12-30,5PAISA,EQ,194.75,197.5,205.9,192.1,192.15,194.35,199.18,41398,824578995000.0,1015,22884,0.5528000000000001
2019-12-31,5PAISA,EQ,194.35,194.0,197.9,186.1,191.6,192.5,190.59,8539,162745860000.0,436,3547,0.4154
2020-01-01,5PAISA,EQ,192.5,192.05,211.75,192.05,206.0,205.5,207.27,107432,2226759020000.0,2576,30263,0.2817
2020-01-02,5PAISA,EQ,205.5,206.95,219.75,197.0,210.0,211.3,212.26,76308,1619719970000.0,2628,26456,0.3467
2020-01-03,5PAISA,EQ,211.3,219.9,220.95,210.85,214.0,212.25,215.43,48114,1036513330000.0001,932,21910,0.4554
2020-01-06,5PAISA,EQ,212.25,211.1,218.7,195.3,202.5,198.05,203.21,34398,698991355000.0,1175,20623,0.5995
2020-01-07,5PAISA,EQ,198.05,207.0,210.45,200.75,204.0,204.75,204.33,17367,354866470000.0,572,6919,0.39840000000000003
2020-01-08,5PAISA,EQ,204.75,200.0,203.0,195.0,196.1,195.95,197.53,18103,357584665000.0,698,8453,0.4669
2020-01-09,5PAISA,EQ,195.95,201.5,204.95,193.95,195.05,195.5,197.64,25801,509933325000.0,1151,15648,0.6065
2020-01-10,5PAISA,EQ,195.5,203.5,203.5,192.15,196.0,193.9,194.98,16648,324598735000.0,484,9898,0.5945
2020-01-13,5PAISA,EQ,193.9,193.1,198.0,193.0,195.55,194.95,194.99,4451,86791120000.0,214,2224,0.4997
2020-01-14,5PAISA,EQ,194.95,195.9,214.4,194.95,207.0,207.6,208.44,73107,1523840560000.0,2733,21339,0.2919
2020-01-15,5PAISA,EQ,207.6,211.0,212.0,204.05,209.15,209.05,209.04,22734,475237640000.00006,894,11356,0.49950000000000006
2020-01-16,5PAISA,EQ,209.05,206.0,216.0,198.0,206.55,206.75,208.45,24412,508867690000.00006,488,13361,0.5473
2020-01-17,5PAISA,EQ,206.75,215.0,215.0,196.55,199.35,200.1,200.15,28772,575866515000.0,872,15232,0.5294
2020-01-20,5PAISA,EQ,200.1,200.0,206.65,197.15,200.0,199.2,199.53,7996,159541120000.0,298,4394,0.5495
2020-01-21,5PAISA,EQ,199.2,198.0,199.0,192.95,196.2,197.05,196.84,7505,147726595000.0,247,4104,0.5468000000000001
2020-01-22,5PAISA,EQ,197.05,198.0,198.0,189.0,189.0,191.05,193.14,8548,165099065000.0,306,7572,0.8858
2020-01-23,5PAISA,EQ,191.05,189.0,199.9,189.0,191.35,192.1,194.3,34476,669878345000.0,873,16341,0.474
2020-01-24,5PAISA,EQ,192.1,198.95,198.95,192.1,194.5,194.45,194.93,4156,81012440000.0,119,2763,0.6648000000000001
2020-01-27,5PAISA,EQ,194.45,193.05,198.0,191.55,192.0,192.3,194.05,15352,297904670000.0,266,10550,0.6872
2020-01-28,5PAISA,EQ,192.3,196.65,196.7,191.0,191.0,192.2,193.53,12050,233200600000.0,310,6865,0.5697
2020-01-29,5PAISA,EQ,192.2,197.0,197.0,176.0,192.2,191.4,190.4,6100,116145150000.0,197,3290,0.5393
2020-01-30,5PAISA,EQ,191.4,193.55,193.55,185.25,192.25,190.9,190.21,5795,110226275000.0,251,3301,0.5696
2020-01-31,5PAISA,EQ,190.9,190.95,193.8,185.45,188.2,187.3,188.84,11725,221415735000.0,275,5807,0.4953
2020-02-01,5PAISA,EQ,187.3,192.95,192.95,180.0,180.5,180.2,185.21,13031,241340940000.0,380,5372,0.4122
2020-02-03,5PAISA,EQ,180.2,184.95,186.0,180.7,181.4,182.7,182.49,11106,202672565000.0,282,6100,0.5493
2020-02-04,5PAISA,EQ,182.7,181.65,187.95,180.0,183.4,182.2,182.86,3951,72247340000.0,183,2230,0.5644
2020-02-05,5PAISA,EQ,182.2,183.45,183.45,179.5,182.05,182.4,181.77,2932,53295825000.0,154,1927,0.6572
2020-02-06,5PAISA,EQ,182.4,184.05,195.0,184.0,193.75,192.95,192.25,18028,346580300000.0,435,6514,0.3613
2020-02-07,5PAISA,EQ,192.95,198.0,198.0,186.75,187.95,187.3,189.41,19635,371908260000.0,432,13253,0.675
2020-02-10,5PAISA,EQ,187.3,185.0,189.95,183.05,187.7,185.05,186.4,10498,195686240000.0,366,5834,0.5557
2020-02-11,5PAISA,EQ,185.05,186.5,191.95,183.0,184.45,184.1,185.67,4210,78166970000.0,215,2671,0.6344
2020-02-12,5PAISA,EQ,184.1,177.0,187.9,177.0,181.0,182.15,183.84,5396,99198100000.0,352,2381,0.4413
2020-02-13,5PAISA,EQ,182.15,187.65,187.65,178.8,182.1,182.1,181.93,7083,128863985000.00002,494,3539,0.49960000000000004
2020-02-14,5PAISA,EQ,182.1,185.65,188.0,183.0,185.0,185.15,184.87,8560,158245845000.0,272,6948,0.8117000000000001
2020-02-17,5PAISA,EQ,185.15,181.4,189.0,181.35,184.3,183.7,185.04,10440,193176995000.0,177,6516,0.6241
2020-02-18,5PAISA,EQ,183.7,184.0,193.95,177.6,189.95,187.25,185.12,10270,190118155000.0,353,4489,0.43710000000000004
2020-02-19,5PAISA,EQ,187.25,192.95,192.95,183.3,184.55,185.75,185.76,9315,173031230000.0,233,5768,0.6192000000000001
2020-02-20,5PAISA,EQ,185.75,187.25,189.9,183.5,185.0,184.75,184.81,4175,77160170000.0,158,2857,0.6843000000000001
2020-02-24,5PAISA,EQ,184.75,189.5,189.5,175.0,177.0,176.35,179.68,14916,268006575000.0,421,10460,0.7012999999999999
2020-02-25,5PAISA,EQ,176.35,177.3,179.0,171.1,172.1,173.45,175.44,16712,293189525000.0,310,12285,0.7351000000000001
2020-02-26,5PAISA,EQ,173.45,165.05,177.9,161.0,166.7,165.75,166.52,14956,249053125000.0,439,9462,0.6327
2020-02-27,5PAISA,EQ,165.75,175.65,175.65,158.05,169.05,167.35,162.5,9847,160015490000.0,442,4951,0.5028
2020-02-28,5PAISA,EQ,167.35,159.95,165.0,155.0,155.0,158.9,160.38,16669,267330385000.0,530,10000,0.5999
2020-03-02,5PAISA,EQ,158.9,189.9,189.9,155.6,160.5,162.1,163.45,5856,95715230000.0,201,3279,0.5599000000000001
2020-03-03,5PAISA,EQ,162.1,165.0,165.0,157.1,160.0,158.35,160.09,9134,146226840000.0,306,6029,0.6601
2020-03-04,5PAISA,EQ,158.35,164.5,164.5,154.55,156.0,155.0,156.35,5450,85211360000.0,242,4623,0.8483
2020-03-05,5PAISA,EQ,155.0,160.0,160.0,153.0,153.0,153.45,154.48,3662,56571215000.0,142,2799,0.7643000000000001
2020-03-06,5PAISA,EQ,153.45,151.0,157.5,146.8,155.5,152.25,151.26,6872,103942840000.0,322,4031,0.5866
2020-03-09,5PAISA,EQ,152.25,159.4,159.4,136.05,144.0,145.95,149.93,6226,93347855000.0,260,5454,0.876
2020-03-11,5PAISA,EQ,145.95,151.75,155.0,147.0,151.0,149.45,150.6,7838,118036955000.0,302,5025,0.6411
2020-03-12,5PAISA,EQ,149.45,140.05,147.0,125.0,131.4,130.8,133.84,16259,217615400000.0,423,11740,0.7221
2020-03-13,5PAISA,EQ,130.8,126.0,142.6,104.65,137.9,129.1,122.95,11554,142054380000.0,459,7876,0.6817000000000001
2020-03-16,5PAISA,EQ,129.1,132.9,132.9,113.55,119.25,121.45,122.32,4019,49160415000.0,305,2349,0.5845
2020-03-17,5PAISA,EQ,121.45,127.0,127.0,116.05,116.75,117.25,119.34,7654,91343510000.0,392,6116,0.7991
2020-03-18,5PAISA,EQ,117.25,117.05,117.05,110.0,112.0,114.55,112.99,3978,44949250000.0,273,3135,0.7881
2020-03-19,5PAISA,EQ,114.55,104.0,131.7,91.65,110.0,110.0,100.3,40824,409482605000.0,727,22259,0.5452
2020-03-20,5PAISA,EQ,110.0,125.0,125.0,103.4,114.1,111.55,111.13,6920,76903845000.0,207,3527,0.5097
2020-03-23,5PAISA,EQ,111.55,91.05,121.0,91.05,94.0,96.2,98.82,7785,76932435000.0,321,3325,0.42710000000000004
2020-03-24,5PAISA,EQ,96.2,90.0,106.0,90.0,98.0,99.65,100.01,8874,88748050000.0,119,8144,0.9177
2020-03-25,5PAISA,EQ,99.65,92.6,102.55,92.2,99.85,99.05,97.73,5444,53202205000.00001,147,3402,0.6249
2020-03-26,5PAISA,EQ,99.05,108.9,108.9,93.3,103.2,104.45,104.95,9947,104393380000.0,264,7868,0.7909999999999999
2020-03-27,5PAISA,EQ,104.45,103.8,109.9,100.05,106.7,105.0,104.26,21610,225313150000.0,371,11614,0.5374
2020-03-30,5PAISA,EQ,105.0,100.05,106.8,96.0,106.0,104.85,103.22,2495,25754345000.0,114,1952,0.7824
2020-03-31,5PAISA,EQ,104.85,110.9,124.9,100.1,110.0,113.15,109.79,9433,103563990000.0,312,4118,0.4366
2020-04-01,5PAISA,EQ,113.15,103.05,135.0,103.0,115.0,113.55,115.21,6871,79163805000.0,337,945,0.1375
2020-04-03,5PAISA,EQ,113.55,115.0,128.0,113.6,115.0,115.1,115.62,2711,31345934999.999996,132,1749,0.6451000000000001
2020-04-07,5PAISA,EQ,115.1,115.0,124.75,115.0,116.0,116.4,116.81,3567,41667085000.0,168,2953,0.8279000000000001
2020-04-08,5PAISA,EQ,116.4,119.95,134.0,115.0,120.5,123.35,122.04,6500,79327705000.0,265,4397,0.6765000000000001
2020-04-09,5PAISA,EQ,123.35,120.9,147.15,120.9,139.0,140.05,137.87,22161,305542350000.0,725,17404,0.7853
2020-04-13,5PAISA,EQ,140.05,145.0,163.0,140.6,160.0,162.05,154.04,36624,564169365000.0,954,27335,0.7464000000000001
2020-04-15,5PAISA,EQ,162.05,174.05,175.0,149.0,159.0,161.35,164.96,41875,690783640000.0,801,31078,0.7422
2020-04-16,5PAISA,EQ,161.35,167.0,167.0,150.2,158.0,157.75,158.38,13173,208630165000.0,508,6446,0.4893
2020-04-17,5PAISA,EQ,157.75,163.4,163.4,155.0,158.0,156.85,158.39,8568,135704664999.99998,350,4319,0.5041
2020-04-20,5PAISA,EQ,156.85,158.05,159.6,150.85,155.0,155.3,155.62,6586,102492195000.0,286,4844,0.7354999999999999
2020-04-21,5PAISA,EQ,155.3,149.0,152.95,142.55,150.65,147.85,146.97,5658,83158250000.0,266,3692,0.6525
2020-04-22,5PAISA,EQ,147.85,142.3,150.25,135.65,145.7,147.85,145.94,7090,103468445000.0,265,3712,0.5236
2020-04-23,5PAISA,EQ,147.85,157.0,157.0,147.0,152.8,151.35,149.76,7877,117964780000.0,302,3488,0.4428
2020-04-24,5PAISA,EQ,151.35,153.95,154.0,140.0,147.95,145.5,148.18,8250,122250964999.99998,241,5979,0.7247
2020-04-27,5PAISA,EQ,145.5,145.55,154.0,145.5,149.0,148.95,150.19,5198,78066320000.0,219,3800,0.7311
2020-04-28,5PAISA,EQ,148.95,148.95,155.0,148.95,155.0,153.1,152.06,9856,149870560000.0,221,8163,0.8281999999999999
2020-04-29,5PAISA,EQ,153.1,159.0,159.1,154.7,155.8,155.95,157.6,3919,61762410000.0,214,2660,0.6787000000000001
2020-04-30,5PAISA,EQ,155.95,156.0,174.5,155.8,157.2,157.8,161.33,12063,194614795000.0,333,9500,0.7875
2020-05-04,5PAISA,EQ,157.8,160.0,160.0,151.1,159.0,158.95,154.92,5960,92330185000.0,190,3829,0.6424
2020-05-05,5PAISA,EQ,158.95,160.0,174.0,158.5,162.0,163.6,163.15,10322,168405090000.0,328,7755,0.7513
2020-05-06,5PAISA,EQ,163.6,168.0,172.05,159.0,170.05,170.1,168.58,15410,259775915000.0,419,11764,0.7634000000000001
2020-05-07,5PAISA,EQ,170.1,177.0,177.0,142.65,174.5,170.95,170.46,20717,353145710000.0,803,14204,0.6856
2020-05-08,5PAISA,EQ,170.95,173.0,177.0,160.0,166.0,165.8,167.99,23656,397389230000.0,497,18113,0.7656999999999999
2020-05-11,5PAISA,EQ,165.8,165.5,173.0,160.0,162.1,163.05,166.74,46376,773292790000.0,717,34293,0.7395
2020-05-12,5PAISA,EQ,163.05,163.0,169.95,150.0,152.95,151.15,153.12,46726,715487270000.0,1090,31799,0.6805
2020-05-13,5PAISA,EQ,151.15,158.0,160.0,150.5,153.0,152.0,153.43,24774,380103590000.0,508,16751,0.6762
2020-05-14,5PAISA,EQ,152.0,151.5,155.0,149.0,149.6,150.95,151.21,11587,175202745000.0,298,9345,0.8065000000000001
2020-05-15,5PAISA,EQ,150.95,150.5,154.95,149.2,153.0,152.4,151.65,11783,178687390000.0,222,8327,0.7067
2020-05-18,5PAISA,EQ,152.4,154.95,154.95,141.0,145.95,144.85,145.86,15240,222291060000.0,377,11920,0.7822
2020-05-19,5PAISA,EQ,144.85,144.85,151.9,141.75,146.65,146.95,144.01,16111,232013910000.0,245,10071,0.6251
2020-05-20,5PAISA,EQ,146.95,146.8,149.9,141.05,145.0,143.25,144.0,17135,246747600000.0,306,9989,0.583
2020-05-21,5PAISA,EQ,143.25,143.3,145.75,141.1,145.0,144.95,143.19,18956,271428900000.0,330,11770,0.6209
2020-05-22,5PAISA,EQ,144.95,145.0,145.0,131.95,142.45,141.9,141.19,20000,282386370000.0,302,11714,0.5857
2020-05-26,5PAISA,EQ,141.9,141.9,150.0,141.9,148.0,147.9,146.13,12136,177340460000.0,233,9575,0.789
2020-05-27,5PAISA,EQ,147.9,149.95,156.0,149.95,152.0,154.35,153.56,10463,160673880000.0,248,9100,0.8697
2020-05-28,5PAISA,EQ,154.35,156.45,157.0,150.7,154.6,154.85,154.39,5704,88061520000.0,146,3660,0.6417
2020-05-29,5PAISA,EQ,154.85,149.5,158.0,149.5,158.0,156.7,155.92,7938,123769989999.99998,206,7127,0.8978
2020-06-01,5PAISA,EQ,156.7,159.0,167.7,158.05,166.0,164.8,163.77,17621,288587115000.0,413,16326,0.9265000000000001
2020-06-02,5PAISA,EQ,164.8,168.0,172.0,160.85,162.5,163.75,165.92,18412,305490530000.0,376,15000,0.8147
2020-06-03,5PAISA,EQ,163.75,162.0,167.65,162.0,163.0,163.25,164.92,10362,170892070000.0,217,9508,0.9176000000000001
2020-06-04,5PAISA,EQ,163.25,163.25,166.75,163.0,166.0,166.1,165.13,32824,542017409999.99994,185,32032,0.9759000000000001
2020-06-05,5PAISA,EQ,166.1,165.0,170.0,163.0,168.0,168.35,166.15,14583,242297145000.00003,243,12143,0.8327
2020-06-08,5PAISA,EQ,168.35,173.4,173.4,165.0,166.0,166.65,169.61,7355,124745350000.0,257,5942,0.8079000000000001
2020-06-09,5PAISA,EQ,166.65,166.65,179.8,166.0,171.05,173.65,169.23,29631,501431230000.0,441,26630,0.8987
2020-06-10,5PAISA,EQ,173.65,178.0,178.0,165.0,167.2,167.1,167.52,28418,476062505000.0,314,24978,0.8789
2020-06-11,5PAISA,EQ,167.1,169.0,169.0,165.1,166.0,166.8,167.96,10003,168007595000.0,149,9160,0.9157
2020-06-12,5PAISA,EQ,166.8,166.8,166.8,152.8,164.0,163.9,159.44,5351,85316045000.0,206,3167,0.5919
2020-06-15,5PAISA,EQ,163.9,164.0,169.0,160.0,167.6,165.15,167.35,25682,429792509999.99994,218,24944,0.9712999999999999
2020-06-16,5PAISA,EQ,165.15,167.75,169.7,160.05,160.05,161.05,163.6,6317,103347775000.0,233,4439,0.7027
2020-06-17,5PAISA,EQ,161.05,161.1,170.0,161.1,169.85,168.6,166.85,27801,463847034999.99994,282,25600,0.9208
2020-06-18,5PAISA,EQ,168.6,165.05,190.0,165.05,172.4,171.95,175.86,35835,630190775000.0,709,17826,0.4974
2020-06-19,5PAISA,EQ,171.95,171.85,179.0,171.85,174.5,177.3,176.24,24592,433404020000.0,224,22979,0.9344
2020-06-22,5PAISA,EQ,177.3,174.05,194.0,174.0,194.0,188.65,183.8,21123,388233250000.0,600,15909,0.7532
2020-06-23,5PAISA,EQ,188.65,192.0,200.9,192.0,199.0,199.85,197.97,30472,603265325000.0,531,7485,0.8554
2020-06-24,5PAISA,EQ,199.85,205.0,235.55,202.95,213.15,219.4,217.9,117441,2559022800000.0,2840,63059,0.5369
2020-06-25,5PAISA,EQ,219.4,219.0,263.25,205.5,249.8,251.15,244.16,316571,7729422115000.001,7202,90335,0.2854
2020-06-26,5PAISA,EQ,251.15,249.8,249.8,228.05,233.1,234.0,235.21,104841,2465961065000.0,3188,53277,0.5082
2020-06-29,5PAISA,EQ,234.0,233.0,233.0,213.3,217.5,216.2,219.88,52100,1145594800000.0,1453,35896,0.6890000000000001
2020-06-30,5PAISA,EQ,216.2,221.9,230.2,216.3,224.0,222.9,224.61,30723,690075635000.0,1099,19677,0.6405
2020-07-01,5PAISA,EQ,222.9,224.0,228.0,202.0,227.0,225.9,219.14,21102,462426934999.99994,773,12378,0.5866
2020-07-02,5PAISA,EQ,225.9,227.0,235.55,217.1,231.85,230.8,230.32,24784,570821645000.0,901,13888,0.5604
2020-07-03,5PAISA,EQ,230.8,231.85,237.0,226.95,229.0,233.0,232.07,10333,239794485000.0,536,6375,0.617
2020-07-06,5PAISA,EQ,233.0,231.5,247.9,229.0,234.0,235.25,235.26,19648,462241590000.00006,551,10596,0.5393
2020-07-07,5PAISA,EQ,235.25,235.25,247.4,230.3,243.05,244.85,241.24,28138,678811020000.0,1000,19362,0.6881
2020-07-08,5PAISA,EQ,244.85,254.4,255.0,240.5,243.45,243.05,250.7,33128,830509770000.0,1031,23614,0.7128
2020-07-09,5PAISA,EQ,243.05,248.35,260.75,244.0,255.0,256.0,252.37,128413,3240730235000.0,1732,95406,0.743
2020-07-10,5PAISA,EQ,256.0,253.95,281.6,251.05,281.6,281.6,270.16,101233,2734908315000.0,1785,74399,0.7349
2020-07-13,5PAISA,EQ,281.6,301.9,309.75,290.0,309.75,309.75,307.93,146960,4525362745000.0,1395,98590,0.6709
2020-07-14,5PAISA,EQ,309.75,325.2,325.2,325.2,325.2,325.2,325.2,27626,898397519999.9999,132,27126,0.9819
2020-07-15,5PAISA,EQ,325.2,341.45,341.45,341.45,341.45,341.45,341.45,12700,433641500000.0,115,12700,1.0
2020-07-16,5PAISA,EQ,341.45,358.5,358.5,358.5,358.5,358.5,358.5,8504,304868400000.0,88,8504,1.0
2020-07-17,5PAISA,EQ,358.5,376.4,376.4,340.6,350.0,348.5,367.92,341181,12552897335000.0,6038,211394,0.6196
2020-07-20,5PAISA,EQ,348.5,344.0,365.9,331.1,365.9,365.9,350.48,76456,2679631160000.0,3083,42889,0.561
2020-07-21,5PAISA,EQ,365.9,379.4,384.15,367.0,384.15,384.15,382.61,57529,2201131700000.0,1510,39189,0.6812
2020-07-22,5PAISA,EQ,384.15,390.0,403.35,373.15,403.35,403.35,391.45,83115,3253558410000.0,2437,57706,0.6943
2020-07-23,5PAISA,EQ,403.35,419.9,423.5,415.05,423.5,423.5,422.41,9191,388238545000.0,246,8897,0.968
2020-07-24,5PAISA,EQ,423.5,439.95,444.65,410.3,444.65,444.65,438.85,119986,5265572995000.0,4310,62512,0.521
2020-07-27,5PAISA,EQ,444.65,456.8,465.0,422.45,422.45,422.45,436.04,70092,3056261125000.0,2107,51175,0.7301000000000001
2020-07-28,5PAISA,EQ,422.45,401.35,401.35,401.35,401.35,401.35,401.35,8461,339582235000.0,204,8461,1.0
2020-07-29,5PAISA,EQ,401.35,381.3,399.85,381.3,381.3,381.3,382.51,38782,1483464675000.0,706,23299,0.6008
2020-07-30,5PAISA,EQ,381.3,362.25,362.25,362.25,362.25,362.25,362.25,7740,280381500000.0,143,7740,1.0
2020-07-31,5PAISA,EQ,362.25,344.15,344.15,344.15,344.15,344.15,344.15,9336,321298440000.0,127,9336,1.0
2020-08-03,5PAISA,EQ,344.15,326.95,326.95,326.95,326.95,326.95,326.95,4112,134441839999.99998,126,4112,1.0
2020-08-04,5PAISA,EQ,326.95,316.05,343.25,316.05,343.25,343.25,334.86,13517,452635540000.00006,353,11165,0.826
2020-08-05,5PAISA,EQ,343.25,360.4,360.4,360.4,360.4,360.4,360.4,1441,51933640000.0,45,1441,1.0
2020-08-06,5PAISA,EQ,360.4,378.4,378.4,362.3,378.4,378.4,377.29,67629,2551575045000.0,1533,42564,0.6294
2020-08-07,5PAISA,EQ,378.4,389.95,395.0,367.05,383.65,382.65,382.62,90875,3477069935000.0,5166,54647,0.6013000000000001
2020-08-10,5PAISA,EQ,382.65,384.0,390.0,363.55,373.75,371.7,371.28,53370,1981541464999.9998,2976,31255,0.5856
2020-08-11,5PAISA,EQ,371.7,365.95,377.9,355.0,361.0,360.0,361.15,39816,1437947595000.0,3970,25771,0.6473000000000001
2020-08-12,5PAISA,EQ,360.0,360.0,364.95,348.0,352.0,351.5,353.4,30742,1086426560000.0,1665,21389,0.6958
2020-08-13,5PAISA,EQ,351.5,360.0,360.0,347.05,352.0,350.4,352.31,11955,421185590000.00006,1072,7147,0.5978
2020-08-14,5PAISA,EQ,350.4,350.45,366.0,347.05,352.55,355.35,359.81,31690,1140225595000.0,1916,21846,0.6894
2020-08-17,5PAISA,EQ,355.35,355.0,355.0,337.6,337.6,337.6,339.16,29017,984135960000.0,1632,24978,0.8608
